-16.13652871,0
-5.404453192,-20.73487842
-6.043676384,-28.5461968
-27.15236485,-18.16309691
-18.9112377,-13.15819586
-14.9007684,-10.72260645
-11.14663092,-13.56838952
-15.16549812,-16.05562718
10.8442201,29.60093331
15.98948028,32.42363822
21.6142725,29.1236702
16.46426158,26.21810481
-14.63176041,32.79534009
-22.70834528,28.67542423
-11.26266683,21.09479639
-3.136731628,25.48622314
-4.483718759,8.162218178
-12.24767194,3.670802209
-0.658325401,-4.586572082
7.141690631,0.195816048
11.31196214,37.05208659
2.748976324,32.50106108
21.48580363,21.12443976
30.07484456,26.13635178
21.16320291,-27.25026057
5.891567208,-37.95545539
6.855887691,-30.12268065
14.80734798,-24.68286656
-23.33589772,3.388123497
-39.22872432,-5.591506818
-39.06413041,-13.33633159
-35.70961181,-16.08978759
-35.79693575,-8.330017215
-44.19342514,-13.15819586
-43.90807228,-20.941173
-22.40426898,-39.34990866
-22.15889178,-31.51523671
